Subject,File,Task,Total_Mouse_Distance,Avg_Mouse_Speed,Max_Mouse_Speed,Total_Time,Mouse_Sensible_Pause_Count,Avg_Mouse_Sensible_Pause_Time,Avg_Mouse_Accel,Max_Mouse_Accel,Min_Mouse_Accel,Avg_Action_Pause_Time,Avg_All_Pauses_Time,Avg_Mouse_Pause_Time,Avg_Key_Pause_Time,Mouse_Episodes_Count,Mouse_Direction_Changes_Count,Total_Mouse_Angle_Changes,Avg_Mouse_X_Speed,Avg_Mouse_Y_Speed,Avg_Mouse_X_Accel,Avg_Mouse_Y_Accel,Max_Mouse_X_Speed,Max_Mouse_Y_Speed,Max_Mouse_X_Accel,Max_Mouse_Y_Accel,Avg_All_Sensible_Pause_Time,All_Sensible_Pause_Count,Avg_Mouse_Speed_Before_Button_Clicks,Avg_Menu_Item_Navigation_Time,Avg_Open_Menu_to_Button_Pressed_Time,Menu_Item_Navigations_Count,Menu_Viewing_Sessions_Count,Avg_Items_Navigated_in_Each_Session,Avg_Selected_Menu_Items_Dwell_Time,Avg_Combo_Selection_Time,Mouse_Curvature,Repeated_Mouse_Patterns_Count,Avg_Mouse_Episode_Time,Mouse_Episode_Time_Stddev,Interaction_Density
09,ui-log_火_17-12-2024_10-21-45_タスク6_タスク7と多重起動状態で実行.txt,task_06,18883.55,291.77,16363.22,96.17,57,1.1219,23866.54,1090831.48,-1090831.48,0.44,0.03,0.04,1.42,58,26,55685.98,196.18,174.33,19141.39,16899.58,14857.14,7666.67,1298059.96,611111.11,0.65,91,133.23,0.10,1.31,37,4,4.33,0.50,1.95,0.0515,12,0.5522,618.73,33.06
09,ui-log_火_17-12-2024_10-23-22_タスク7_タスク6と多重起動状態で実行.txt,task_07,20366.08,174.10,37712.36,136.096,59,1.7692,31099.05,12569724.33,-2671191.95,0.42,0.05,0.05,1.52,60,35,53875.68,129.86,80.85,26294.17,16821.43,37333.33,7000.00,12444276.08,1865384.62,1.10,91,92.76,0.07,1.13,37,4,4.00,0.50,2.33,0.0462,4,0.5232,628.60,21.98
09,ui-log_火_17-12-2024_10-25-54.txt,task_08,16448.73,383.23,18685.31,75.407,51,0.9199,23851.59,840743.68,-380265.27,0.34,0.03,0.04,1.28,52,22,51243.47,264.25,214.04,19289.50,15996.29,16375.00,9000.00,727891.16,421768.71,0.51,82,167.29,0.07,1.43,52,4,6.67,0.46,2.90,0.0544,8,0.5445,496.87,35.99
09,ui-log_火_17-12-2024_10-27-31.txt,task_09,14049.10,332.43,8946.55,76.646,49,1.0355,22373.09,477723.30,-269298.50,0.38,0.03,0.04,0.95,50,20,42327.49,226.30,185.27,17954.42,15290.64,7500.00,7000.00,423469.39,253968.25,0.52,88,196.45,0.06,1.13,40,4,5.17,0.41,2.42,0.0526,12,0.5144,481.53,32.68
09,ui-log_火_17-12-2024_10-29-09.txt,task_10,17881.91,451.12,13372.22,65.932,44,0.9161,27991.65,4028859.75,-502680.26,0.68,0.03,0.03,1.13,45,25,40974.48,297.20,267.64,21580.65,19124.63,12714.29,6571.43,3729729.73,1648648.65,0.47,77,228.39,0.06,1.63,59,4,7.83,0.71,1.29,0.0400,2,0.5644,498.28,37.99
09,ui-log_火_17-12-2024_10-36-38.txt,task_11,20570.46,500.67,14460.67,64.975,44,0.8810,28238.90,3829803.96,-3142696.81,0.24,0.02,0.03,1.10,45,34,44481.74,394.78,218.28,24682.78,16946.73,13000.00,7625.00,3410256.41,2222222.22,0.53,64,197.67,0.08,1.22,54,4,5.33,0.38,1.80,0.0377,16,0.5763,626.45,41.09
09,ui-log_火_17-12-2024_10-37-58.txt,task_12,18648.41,425.28,17011.40,73.121,48,0.9930,27261.40,1542203.06,-746803.14,0.34,0.03,0.04,1.85,49,26,46076.67,309.27,236.24,22246.56,18589.07,14857.14,8400.00,1240000.00,920000.00,0.54,79,173.43,0.07,2.55,61,5,6.57,1.70,1.84,0.0431,32,0.5127,516.33,35.05
09,ui-log_火_17-12-2024_10-40-02.txt,task_13,19699.89,469.23,21668.67,67.737,49,0.8968,36523.89,3263552.84,-684077.68,0.35,0.03,0.04,1.32,51,27,38539.83,326.99,274.23,28516.16,24592.08,18125.00,12857.14,2397852.42,2213839.94,0.51,80,195.55,0.11,1.58,38,4,4.83,0.58,1.71,0.0341,16,0.4593,627.40,33.36
09,ui-log_火_17-12-2024_10-41-30.txt,task_14,15735.74,478.63,7997.07,63.226,37,1.0738,25088.64,1797969.49,-359979.94,0.52,0.03,0.03,1.11,38,19,43359.51,322.20,275.35,19523.42,17761.37,7250.00,5857.14,406250.00,1857142.86,0.52,67,175.11,0.08,1.32,37,4,4.00,0.64,1.79,0.0481,6,0.6123,681.31,36.39
09,ui-log_火_17-12-2024_10-42-53.txt,task_15,19017.19,427.68,12395.69,65.428,50,0.6968,24247.49,1440586.25,-471761.75,0.29,0.02,0.03,1.06,51,24,51376.88,313.18,227.80,19810.44,16687.01,11000.00,7250.00,687500.00,1267045.45,0.42,74,189.49,0.09,1.43,41,4,4.50,0.69,1.40,0.0472,4,0.5884,516.25,42.29
10,ui-log_火_17-12-2024_13-07-14.txt,training,30952.01,434.81,43931.77,84.396,43,1.1277,43666.88,21953528.37,-3968133.32,0.83,0.03,0.04,0.00,44,40,57365.80,337.58,164.66,40107.08,17487.79,43000.00,9000.00,21495087.85,4488664.27,1.14,41,202.71,0.29,2.66,36,5,4.60,0.46,0.00,0.0323,4,0.8109,975.77,38.70
10,ui-log_火_17-12-2024_13-12-35.txt,task_01,72035.82,293.40,11658.40,338.58,263,0.7191,20199.68,962319.90,-492842.13,0.22,0.03,0.03,8.17,264,157,264827.10,211.64,146.44,17128.45,13598.94,11142.86,7000.00,945945.95,434343.43,0.57,310,166.28,0.09,1.79,78,7,1.65,0.85,3.87,0.0642,214,0.5660,750.20,39.77
10,ui-log_火_17-12-2024_13-18-37.txt,task_02,31717.50,475.38,13679.27,91.095,74,0.5624,27805.94,2868503.13,-765625.00,0.19,0.02,0.02,1.73,75,56,77231.91,287.09,303.42,20473.40,20203.03,12428.57,7714.29,1794444.44,2238888.89,0.44,85,185.50,0.05,1.13,59,4,5.14,0.47,4.90,0.0425,0,0.6595,724.58,49.68
10,ui-log_火_17-12-2024_13-20-19.txt,task_03,29156.69,576.17,101965.68,73.272,56,0.5873,33316.69,16235444.43,-16235444.43,0.16,0.02,0.02,1.79,57,48,63344.19,378.07,330.26,27433.93,19550.94,101000.00,14000.00,16120000.00,2000000.00,0.45,64,145.71,0.07,1.85,51,4,6.33,0.35,4.61,0.0379,0,0.7081,714.07,50.93
10,ui-log_火_17-12-2024_13-21-46.txt,task_04,23283.08,432.10,15268.43,72.729,66,0.4819,23197.88,2529853.12,-976669.71,0.15,0.02,0.02,2.48,67,37,69113.16,258.34,280.83,16907.21,18359.17,10750.00,11750.00,1722222.22,1982954.55,0.36,78,166.93,0.09,1.89,70,4,6.25,0.49,3.91,0.0518,0,0.6085,652.75,51.26
10,ui-log_火_17-12-2024_13-23-13.txt,task_05,20683.02,470.22,7861.04,58.846,53,0.4307,23681.45,1000421.18,-1000421.18,0.17,0.02,0.02,1.92,54,37,57576.75,292.95,287.47,17706.51,17412.84,7428.57,6000.00,450000.00,975000.00,0.34,57,155.76,0.08,2.09,56,4,8.17,0.71,3.39,0.0486,4,0.6497,487.88,55.09
10,ui-log_火_17-12-2024_13-25-50.txt,task_06,23240.44,440.44,13571.43,71.351,55,0.6948,27573.34,991563.65,-472601.31,0.23,0.02,0.03,2.66,56,38,56136.45,291.08,253.38,21246.74,19630.66,13571.43,9142.86,666666.67,886759.72,0.57,60,177.37,0.03,1.29,31,3,4.20,0.64,3.86,0.0422,0,0.5905,552.67,41.74
10,ui-log_火_17-12-2024_13-27-16.txt,task_07,24310.59,569.48,8771.48,57.619,50,0.4530,24913.00,964243.17,-279890.86,0.20,0.02,0.02,1.52,52,37,54035.02,340.93,360.51,17614.89,19228.06,8285.71,8142.86,638888.89,722222.22,0.37,50,186.63,0.07,1.78,58,3,9.60,0.63,3.06,0.0388,0,0.6612,580.56,57.93
10,ui-log_火_17-12-2024_13-28-29.txt,task_08,20995.88,534.50,9894.34,60.625,50,0.6122,23686.59,567178.90,-342682.59,0.24,0.02,0.02,1.77,51,35,52190.87,349.44,322.87,18764.30,16884.56,9428.57,7142.86,380681.82,420454.55,0.48,55,213.84,0.06,1.13,44,3,6.40,0.36,3.38,0.0434,4,0.5885,542.12,49.25
10,ui-log_火_17-12-2024_13-29-43.txt,task_09,19850.07,577.96,9588.47,48.516,41,0.4937,24353.50,1318975.47,-491388.71,0.18,0.02,0.02,1.23,42,35,47657.72,372.21,345.47,19426.78,17366.12,8428.57,6875.00,1000000.00,904761.90,0.35,48,181.53,0.07,1.42,51,3,8.40,0.39,2.87,0.0419,0,0.6645,581.17,54.11
10,ui-log_火_17-12-2024_13-30-45.txt,task_10,23542.51,527.73,12721.51,57.58,60,0.4161,28220.81,4935897.44,-1800000.00,0.19,0.02,0.02,1.10,61,43,53059.96,364.33,298.72,21606.49,19663.55,12000.00,8714.29,2961538.46,3948717.95,0.33,63,229.70,0.06,1.27,64,5,5.00,0.45,2.65,0.0393,0,0.5302,461.27,52.41
10,ui-log_火_17-12-2024_13-34-12.txt,task_11,21291.02,551.52,8990.93,55.162,43,0.5427,26123.46,623755.94,-290844.58,0.17,0.02,0.02,1.07,44,23,53049.92,378.46,305.92,20709.64,18017.22,8571.43,6428.57,621345.03,331065.76,0.43,44,208.63,0.05,1.08,50,3,7.60,0.26,3.64,0.0435,0,0.7225,661.95,54.89
10,ui-log_火_17-12-2024_13-35-20.txt,task_12,19779.50,571.96,9534.48,47.077,45,0.4068,26533.37,792298.53,-334148.85,0.15,0.02,0.02,1.46,46,30,46402.58,382.57,322.02,20645.27,18257.25,8571.43,7428.57,737373.74,600000.00,0.30,49,212.38,0.08,1.13,40,4,4.67,0.41,3.43,0.0409,0,0.6254,578.11,58.12
10,ui-log_火_17-12-2024_13-36-19.txt,task_13,21903.50,573.21,12790.62,56.029,52,0.5241,26850.28,1880231.78,-1880231.78,0.14,0.02,0.02,1.42,54,36,50227.78,384.46,334.32,21626.14,18136.98,12600.00,7125.00,1850000.00,461538.46,0.40,57,199.02,0.05,1.26,65,4,8.33,0.36,3.14,0.0400,20,0.5291,467.18,52.17
10,ui-log_火_17-12-2024_13-37-29.txt,task_14,23282.72,412.09,14125.55,60.968,41,0.7141,28127.55,4687348.65,-1038045.12,0.14,0.02,0.03,1.69,42,36,49809.29,282.12,217.69,21753.89,19136.11,14125.00,7428.57,2764705.88,3794117.65,0.57,45,240.87,0.06,1.95,48,4,6.17,0.22,2.95,0.0373,0,0.7511,630.30,46.52
10,ui-log_火_17-12-2024_13-38-42.txt,task_15,27522.20,604.04,15224.18,60.129,48,0.4550,27516.45,3683473.46,-775718.04,0.15,0.02,0.02,1.47,49,40,59110.05,422.48,323.37,22415.50,17604.26,15142.86,7600.00,3865079.37,858585.86,0.33,52,207.88,0.06,1.20,48,4,5.43,0.33,3.83,0.0375,4,0.7758,781.94,59.42
11,ui-log_水_18-12-2024_10-21-31.txt,training,23157.12,382.11,47169.91,75.053,46,1.0545,174330.06,41397077.44,-2921329.81,0.25,0.03,0.04,0.00,47,31,43652.09,309.51,135.45,162514.69,45584.50,47000.00,11000.00,41125000.00,10619047.62,0.82,56,122.66,0.05,1.15,34,2,10.00,0.53,0.00,0.0329,2,0.5542,599.72,32.43
11,ui-log_水_18-12-2024_10-26-10.txt,task_01,32600.57,187.53,46690.47,252.438,169,1.0165,36385.60,43278705.41,-2990092.55,0.37,0.04,0.04,2.13,170,61,133560.88,131.25,99.06,28150.93,21475.96,32000.00,34000.00,29529411.76,31647058.82,0.77,219,59.57,0.22,3.78,60,4,4.10,0.97,6.23,0.0715,102,0.4673,552.87,26.46
11,ui-log_水_18-12-2024_10-30-39.txt,task_02,25850.61,319.64,29832.87,111.547,95,0.6510,46511.39,27568158.91,-1897665.48,0.25,0.02,0.03,1.23,96,43,78794.58,214.00,176.30,32221.17,25707.13,23000.00,20500.00,21250000.00,17562500.00,0.47,119,93.32,0.13,1.35,41,4,4.00,0.38,5.95,0.0532,50,0.5145,577.03,40.23
11,ui-log_水_18-12-2024_10-32-45.txt,task_03,26002.63,300.55,11045.36,112.568,92,0.5495,21185.37,9965747.12,-1086499.94,0.21,0.02,0.03,2.29,93,45,111459.32,196.71,173.50,16486.47,10239.75,11000.00,7000.00,9900000.00,3812500.00,0.43,104,109.78,0.15,2.34,61,4,2.68,0.39,4.54,0.0748,58,0.6643,789.33,45.02
11,ui-log_水_18-12-2024_10-34-54.txt,task_04,17323.65,343.69,7500.00,67.107,60,0.5576,12602.92,3460729.04,-415619.26,0.17,0.02,0.03,1.10,61,38,57637.44,222.91,199.41,7904.39,9655.67,5600.00,6000.00,2045454.55,2795454.55,0.39,74,85.88,0.10,2.13,60,3,6.67,0.65,3.96,0.0581,6,0.5493,631.75,45.79
11,ui-log_水_18-12-2024_10-36-24.txt,task_05,19048.20,393.55,37232.38,68.896,52,0.7160,56854.27,25116281.95,-1886803.81,0.23,0.02,0.03,1.28,53,42,50934.15,263.30,226.05,42796.42,30367.56,34500.00,14000.00,23714285.71,8285714.29,0.49,70,111.34,0.08,1.71,38,3,5.67,0.45,3.88,0.0467,18,0.5917,693.70,41.44
11,ui-log_水_18-12-2024_10-39-45.txt,task_06,15006.31,413.15,4038.87,55.98,41,0.6342,17436.48,2976261.33,-230081.96,0.19,0.02,0.02,1.20,42,26,47034.91,285.94,221.63,11213.24,10691.95,4000.00,3000.00,1705882.35,2823529.41,0.42,50,137.66,0.07,1.50,42,3,6.00,0.37,3.54,0.0547,18,0.7093,717.82,50.46
11,ui-log_水_18-12-2024_10-40-56.txt,task_07,19565.50,382.95,13285.33,69.022,57,0.5538,18948.25,8626617.40,-712820.57,0.12,0.02,0.03,1.46,58,31,62397.32,263.46,209.26,15507.19,9745.37,12500.00,4666.67,8437500.00,2863636.36,0.37,76,129.33,0.12,1.46,38,3,2.78,0.42,3.45,0.0557,22,0.6366,780.57,47.81
11,ui-log_水_18-12-2024_10-42-18.txt,task_08,18748.91,375.76,10852.55,70.315,55,0.5985,20890.36,5416484.16,-622936.84,0.14,0.02,0.03,1.35,56,40,57187.37,270.90,184.54,14779.11,13115.58,7333.33,8000.00,3866666.67,3947368.42,0.45,65,149.80,0.03,0.92,34,3,4.83,0.37,3.58,0.0532,4,0.6639,664.76,46.89
11,ui-log_水_18-12-2024_10-43-40.txt,task_09,16409.66,403.74,21000.00,58.478,46,0.5557,50073.77,19470588.24,-1280000.00,0.14,0.02,0.03,1.19,48,21,57949.44,264.62,231.70,27999.74,30282.63,16000.00,21000.00,9266666.67,19470588.24,0.41,51,150.21,0.06,1.23,40,3,5.14,0.34,3.13,0.0616,34,0.6761,711.30,50.94
11,ui-log_水_18-12-2024_10-44-45.txt,task_10,24283.87,564.75,24592.94,63.439,50,0.6525,27647.87,8184992.76,-1705638.21,0.14,0.02,0.03,1.39,51,36,54074.56,421.35,281.71,23219.24,12742.92,23500.00,10250.00,7666666.67,2866666.67,0.46,60,105.87,0.06,1.08,21,3,2.83,0.41,4.69,0.0389,0,0.5993,659.42,44.36
11,ui-log_水_18-12-2024_10-47-32.txt,task_11,18690.80,447.71,6324.56,59.999,47,0.6516,13833.83,1992831.54,-397702.96,0.17,0.02,0.03,1.23,48,30,49925.31,295.84,254.25,11500.40,5977.82,4466.67,6000.00,1992831.54,1125000.00,0.42,64,153.01,0.10,2.02,48,3,6.00,0.30,2.95,0.0466,18,0.6055,725.07,46.63
11,ui-log_水_18-12-2024_10-48-39.txt,task_12,16854.44,613.44,24627.22,45.654,37,0.6148,45654.43,13199326.58,-1378854.61,0.15,0.02,0.03,1.00,38,25,37976.10,448.28,313.41,38599.83,20892.42,24500.00,10000.00,10750000.00,9333333.33,0.36,52,161.09,0.04,1.14,39,3,5.83,0.38,2.99,0.0393,4,0.6011,562.78,50.71
11,ui-log_水_18-12-2024_10-49-36.txt,task_13,17651.91,485.84,65924.20,53.119,53,0.5162,134039.50,61354735.03,-4931431.79,0.16,0.02,0.03,0.66,54,31,46529.53,352.86,257.09,95707.04,78788.52,61000.00,29000.00,56800000.00,23200000.00,0.35,63,142.58,0.07,0.94,20,3,2.67,0.35,3.24,0.0460,16,0.4732,478.82,48.95
11,ui-log_水_18-12-2024_10-50-36.txt,task_14,17480.42,543.55,78294.32,49.302,41,0.5761,107339.58,58599342.21,-11035211.76,0.14,0.02,0.02,0.72,42,17,41410.87,399.27,267.23,75061.58,58929.53,69000.00,37000.00,53000000.00,25000000.00,0.37,54,134.27,0.04,1.06,43,3,5.67,0.32,3.37,0.0413,16,0.6085,753.28,49.65
11,ui-log_水_18-12-2024_10-51-32.txt,task_15,16404.47,582.94,12886.52,49.183,40,0.6312,23420.36,7526315.79,-709323.66,0.17,0.02,0.03,0.91,41,18,37391.69,416.06,303.13,19397.51,8155.37,12250.00,4000.00,7526315.79,1863636.36,0.43,49,145.56,0.07,1.06,33,3,4.33,0.27,3.67,0.0398,2,0.5806,480.81,47.78
12,ui-log_水_18-12-2024_13-03-36.txt,training,27493.72,246.03,65122.96,130.974,78,1.0717,101724.33,61277813.52,-4025849.98,0.61,0.03,0.04,0.21,79,39,92662.03,205.18,80.38,90930.48,28017.71,65000.00,21000.00,61187500.00,19636363.64,0.97,82,47.71,0.13,1.05,58,9,3.67,0.43,0.00,0.0588,0,0.5932,845.93,30.69
12,ui-log_水_18-12-2024_13-09-38.txt,task_01,25052.37,194.24,9000.00,185.784,119,1.0497,12778.68,8309664.94,-555555.56,0.72,0.04,0.04,1.91,120,43,114495.55,131.34,100.90,10399.07,5893.26,9000.00,3333.33,8312500.00,1937500.00,0.80,150,51.02,0.08,1.97,71,6,9.00,0.97,7.25,0.0798,70,0.5054,611.78,28.34
12,ui-log_水_18-12-2024_13-13-10.txt,task_02,33186.78,291.49,14764.82,164.496,142,0.6592,12889.52,13606133.91,-863303.21,0.33,0.03,0.03,1.37,143,68,122901.02,197.76,159.38,8519.96,8727.46,7000.00,13000.00,6529411.76,11941176.47,0.47,182,83.66,0.11,1.59,96,8,6.73,0.55,4.46,0.0646,248,0.4898,508.00,37.89
12,ui-log_水_18-12-2024_13-16-15.txt,task_03,24639.01,384.59,41484.94,85.193,77,0.5418,55455.78,39698856.78,-2414913.29,0.16,0.02,0.03,1.38,78,46,72514.89,239.38,237.90,24103.07,47556.66,14000.00,40000.00,13066666.67,38272727.27,0.43,89,126.95,0.07,1.96,48,4,4.50,0.93,3.07,0.0514,10,0.5303,596.82,43.75
12,ui-log_水_18-12-2024_13-18-00.txt,task_04,18524.22,432.09,10770.33,60.805,44,0.6183,20917.97,6121276.41,-627424.12,0.15,0.02,0.03,1.07,46,31,51310.35,294.56,241.70,12796.18,13489.52,10000.00,6000.00,4187500.00,5818181.82,0.41,58,129.28,0.06,1.75,46,3,6.17,0.79,3.08,0.0483,0,0.6979,577.18,46.87
12,ui-log_水_18-12-2024_13-19-19.txt,task_05,16935.85,302.64,23323.81,69.657,57,0.5786,20450.41,10997519.68,-1415666.37,0.17,0.02,0.03,2.23,58,26,57191.42,192.41,181.86,15527.14,12638.92,20000.00,13000.00,9500000.00,5562500.00,0.52,59,74.11,0.08,1.66,29,2,6.67,0.40,4.20,0.0589,2,0.5906,677.13,40.28
12,ui-log_水_18-12-2024_13-22-20.txt,task_06,14286.35,322.63,23086.79,59.6,51,0.6382,38107.27,19240246.47,-1346447.29,0.23,0.02,0.03,1.10,52,24,41950.72,207.27,185.64,30660.70,18768.00,22000.00,7000.00,18428571.43,5571428.57,0.46,60,103.69,0.18,0.96,10,2,1.33,0.46,2.93,0.0513,14,0.5163,573.03,40.94
12,ui-log_水_18-12-2024_13-23-40.txt,task_07,16483.06,393.27,7071.07,62.887,44,0.6870,18286.33,6707062.32,-464259.95,0.22,0.02,0.03,0.67,45,28,53173.25,234.28,249.07,7573.38,15545.71,4266.67,7000.00,900000.00,6650000.00,0.43,65,79.16,0.05,1.54,12,2,2.67,1.09,3.63,0.0563,0,0.6801,695.58,44.46
12,ui-log_水_18-12-2024_13-25-07.txt,task_08,19308.36,424.32,41146.08,65.792,53,0.6555,60457.10,38965735.78,-2542283.51,0.18,0.02,0.03,0.92,54,24,52556.03,265.84,253.84,43398.04,35692.76,37000.00,20000.00,35062500.00,18933333.33,0.42,72,148.03,0.64,2.16,9,2,1.50,0.57,4.23,0.0475,16,0.5590,423.87,44.17
12,ui-log_水_18-12-2024_13-26-39.txt,task_09,16345.03,413.59,57870.55,58.597,42,0.7066,57197.08,54529863.18,-3403526.26,0.19,0.02,0.03,0.80,43,20,49361.42,259.25,252.35,47386.28,26127.15,55000.00,18000.00,51812500.00,17000000.00,0.48,54,112.63,0.06,0.81,8,1,1.20,0.41,3.56,0.0527,12,0.6640,686.98,44.42
12,ui-log_水_18-12-2024_13-32-51.txt,task_10,14408.79,400.13,9219.54,49.68,50,0.4751,32534.41,8792344.27,-532548.33,0.18,0.02,0.02,0.71,51,17,43408.61,236.86,250.39,20332.52,20447.33,9000.00,4000.00,8600000.00,3900000.00,0.39,55,93.72,0.10,1.02,13,2,2.33,0.51,2.90,0.0526,6,0.4693,477.31,46.86
12,ui-log_水_18-12-2024_13-37-32.txt,task_11,13970.14,451.43,5385.16,44.273,39,0.5287,14875.04,5241424.91,-191510.43,0.14,0.02,0.03,0.61,40,25,38804.88,287.14,261.41,8343.04,11591.68,5000.00,5000.00,1954545.45,4863636.36,0.39,48,111.34,0.09,0.86,13,2,2.00,0.39,2.79,0.0487,14,0.5549,709.46,46.42
12,ui-log_水_18-12-2024_13-38-54.txt,task_12,13415.50,377.87,37854.99,53.331,40,0.6715,49106.41,35639907.59,-2185867.43,0.15,0.02,0.03,0.75,41,17,42566.50,250.45,217.82,42382.04,18660.36,37000.00,8000.00,34823529.41,7588235.29,0.47,50,89.61,0.13,1.27,18,2,2.67,0.53,3.12,0.0554,18,0.6233,727.39,40.86
12,ui-log_水_18-12-2024_13-40-09.txt,task_13,15959.81,526.59,6964.19,46.014,37,0.5686,15736.57,2548246.05,-257095.93,0.16,0.02,0.02,0.53,38,29,41949.59,340.85,317.68,11125.58,9527.26,4000.00,6500.00,2571428.57,1000000.00,0.35,53,102.65,0.15,1.10,13,2,1.67,0.46,3.48,0.0459,18,0.6217,740.13,48.62
12,ui-log_水_18-12-2024_13-42-10.txt,task_14,15689.25,434.16,25298.22,54.051,41,0.6573,54941.64,23471847.79,-1467387.11,0.36,0.02,0.02,1.28,42,17,41004.24,282.77,247.37,27529.02,42307.90,12000.00,24000.00,11375000.00,22235294.12,0.55,44,135.01,0.23,0.97,7,2,1.33,0.34,2.98,0.0478,0,0.5898,546.12,44.29
12,ui-log_水_18-12-2024_13-43-22.txt,task_15,12665.85,509.88,16000.00,40.051,30,0.5963,36221.44,15122770.70,-982222.22,0.16,0.02,0.02,0.64,31,18,36031.18,342.33,291.55,23588.77,17579.86,16000.00,7000.00,15125000.00,2869565.22,0.41,38,176.80,0.10,0.82,10,2,1.67,0.30,2.75,0.0499,0,0.6617,713.81,47.91
13,ui-log_木_19-12-2024_13-18-48.txt,training,29633.87,217.09,60033.32,142.765,81,0.8465,70015.28,51279753.38,-3524311.20,0.50,0.02,0.04,0.00,82,72,137728.93,156.19,101.33,60772.17,21318.05,60000.00,7000.00,51250000.00,5681818.18,0.83,80,48.25,0.09,1.11,31,4,5.00,0.43,0.00,0.0811,6,0.9011,1461.00,44.72
13,ui-log_木_19-12-2024_13-25-00.txt,task_01,29978.94,128.89,23021.73,284.997,200,0.9433,14214.77,21454236.84,-1436903.19,0.50,0.04,0.04,3.15,201,84,172382.98,74.93,83.42,12010.91,5973.40,23000.00,6666.67,21437500.00,1888888.89,0.80,228,52.91,0.22,2.20,66,8,5.38,0.92,10.89,0.1004,36,0.4780,547.72,27.31
13,ui-log_木_19-12-2024_13-31-02.txt,task_02,23220.78,238.24,12020.82,128.185,97,0.7666,7155.42,2492551.40,-524200.30,0.25,0.03,0.03,2.29,98,53,94472.45,157.15,137.37,5468.73,4944.25,8500.00,8500.00,1762500.00,1762500.00,0.63,111,75.49,0.13,1.67,71,5,6.17,0.58,6.73,0.0710,58,0.5481,555.90,36.95
13,ui-log_木_19-12-2024_13-33-53.txt,task_03,18334.67,285.39,13000.00,86.335,74,0.6477,29652.81,12197227.03,-795555.56,0.32,0.03,0.03,1.60,75,41,62982.44,205.91,150.49,21062.03,14334.83,13000.00,10000.00,12200000.00,9625000.00,0.49,89,109.31,0.07,1.39,34,4,3.67,0.82,4.32,0.0600,0,0.5106,637.95,37.86
13,ui-log_木_19-12-2024_13-36-00.txt,task_04,17970.97,261.28,9848.86,92.81,71,0.7562,23879.43,9346269.35,-580615.05,0.45,0.03,0.03,1.42,72,34,64053.05,180.41,139.58,17775.40,14418.53,9000.00,5666.67,8529411.76,4142857.14,0.55,91,105.15,0.06,2.02,22,3,3.00,1.47,4.28,0.0622,32,0.5396,649.89,35.38
13,ui-log_木_19-12-2024_13-37-53.txt,task_05,18464.30,380.66,10027.74,70.041,45,0.7590,19317.62,4759629.91,-546233.14,0.17,0.02,0.03,1.20,46,28,59532.92,246.82,230.35,14816.48,10765.60,9333.33,3666.67,3800000.00,2866666.67,0.52,59,90.06,0.04,0.93,25,3,2.83,0.47,3.76,0.0563,2,0.7773,865.50,46.19
13,ui-log_木_19-12-2024_13-41-14.txt,task_06,15857.93,269.23,7211.10,80.989,63,0.6638,14891.85,6800036.78,-433224.63,0.33,0.03,0.03,1.47,64,18,64386.15,181.80,153.44,10687.94,10450.74,4000.00,6000.00,3684210.53,5736842.11,0.57,73,109.91,0.11,2.89,28,3,3.67,1.86,4.52,0.0709,36,0.5532,622.93,37.68
13,ui-log_木_19-12-2024_13-42-59.txt,task_07,17617.67,319.77,42011.90,82.616,68,0.7250,42267.23,38873183.19,-2614073.97,0.28,0.03,0.03,1.34,69,32,63733.73,228.43,177.39,34460.07,22881.97,33000.00,26000.00,30437500.00,24187500.00,0.52,87,91.31,0.10,1.59,25,3,2.67,0.73,4.98,0.0631,0,0.4821,597.54,37.40
13,ui-log_木_19-12-2024_13-44-43.txt,task_08,16948.11,366.34,17557.05,70.145,56,0.6864,23460.82,7928688.35,-998797.03,0.30,0.03,0.03,1.68,57,33,53193.92,250.02,202.36,18182.40,11769.44,16500.00,6000.00,7483333.33,2750000.00,0.49,70,115.85,0.09,1.71,47,3,6.83,0.35,4.93,0.0548,32,0.5520,725.12,39.16
13,ui-log_木_19-12-2024_13-46-16.txt,task_09,15813.48,389.70,27789.39,64.134,52,0.6679,43582.81,15773151.91,-1656263.79,0.24,0.02,0.03,1.61,53,26,53367.03,267.07,205.77,28797.67,24957.43,17000.00,27500.00,15750000.00,10250000.00,0.47,65,91.59,0.21,1.87,28,4,3.67,0.60,4.12,0.0589,20,0.5498,457.18,42.89
13,ui-log_木_19-12-2024_13-47-35.txt,task_10,16264.18,321.94,15041.61,73.202,62,0.6485,35432.90,8333333.33,-769777.90,0.15,0.02,0.03,1.42,63,24,59808.44,215.60,176.92,25265.09,19847.12,14000.00,9333.33,8333333.33,6652173.91,0.48,74,74.46,0.08,1.45,33,4,4.67,0.66,3.78,0.0642,12,0.5217,623.78,41.06
13,ui-log_木_19-12-2024_13-52-00.txt,task_11,15116.87,360.35,7810.25,63.101,55,0.5994,23463.33,7359555.77,-454537.77,0.25,0.02,0.03,1.05,56,29,50375.67,245.45,201.33,17587.43,14462.80,5000.00,6000.00,4750000.00,5625000.00,0.39,73,117.60,0.09,1.29,33,4,4.67,0.48,3.66,0.0582,4,0.5308,546.12,43.17
